oxygen,pressure,temperature,vibration,solar_intensity
21.0,101.33,22.09,0.0225,158.7
21.0,101.31,21.92,0.0222,158.24
21.0,101.31,21.9,0.0219,156.88
21.0,101.28,22.01,0.0209,156.96
21.02,101.27,22.03,0.0213,155.84
20.99,101.34,21.93,0.0228,154.99
20.99,101.33,21.99,0.0204,154.5
20.99,101.29,21.94,0.0205,153.6
21.02,101.34,21.91,0.0225,153.25
21.01,101.25,22.03,0.0184,151.94
20.99,101.3,22.06,0.0202,151.25
21.0,101.28,22.01,0.0223,150.31
21.02,101.26,22.0,0.0224,149.52
20.99,101.34,22.03,0.0173,148.02
21.01,101.28,22.08,0.0199,146.97
21.01,101.31,21.94,0.0213,146.19
20.99,101.25,21.93,0.0211,145.11
21.01,101.31,22.05,0.0209,143.71
20.98,101.27,22.04,0.0206,142.83
21.01,101.28,22.06,0.0179,141.09
21.02,101.27,22.05,0.0195,140.58
21.01,101.31,22.0,0.0202,138.89
21.02,101.29,21.99,0.0216,137.6
21.01,101.32,22.0,0.0183,136.73
21.02,101.33,21.95,0.0212,135.26
21.01,101.34,22.06,0.0216,133.93
21.0,101.32,21.99,0.018,133.11
21.0,101.3,22.06,0.0171,130.96
20.98,101.28,22.01,0.0174,130.34
20.98,101.26,22.04,0.0219,128.7
20.98,101.29,22.05,0.0177,127.56
20.98,101.34,21.96,0.0217,126.75
21.0,101.25,21.93,0.0194,125.67
20.98,101.27,21.94,0.022,124.68
20.98,101.29,22.01,0.0184,123.44
21.01,101.32,22.04,0.0202,121.82
21.01,101.33,21.96,0.0184,121.37
20.99,101.3,21.93,0.0185,120.23
21.02,101.29,21.97,0.0186,118.72
21.02,101.33,22.06,0.0212,117.91
20.98,101.3,22.1,0.0194,117.01
21.02,101.31,21.94,0.0195,115.91
20.98,101.32,22.03,0.0205,115.53
21.02,101.34,21.93,0.0182,114.78
20.98,101.33,21.93,0.0197,114.31
20.98,101.29,21.94,0.0215,113.29
21.02,101.26,21.92,0.022,112.95
21.01,101.34,21.94,0.021,112.51
21.0,101.29,21.93,0.0199,112.07
20.98,101.32,21.93,0.018,111.63
20.98,101.33,21.97,0.0183,110.99
20.98,101.28,21.94,0.0209,110.54
20.99,101.32,22.06,0.021,110.21
20.99,101.29,21.98,0.0182,110.13
20.98,101.28,22.01,0.0212,110.2
20.99,101.28,22.0,0.0214,110.21
21.01,101.32,22.0,0.0221,110.41
20.98,101.25,21.95,0.0181,109.75
21.02,101.31,22.08,0.0225,110.12
21.01,101.33,22.03,0.0171,110.38
20.99,101.31,21.95,0.021,111.0
21.02,101.3,22.05,0.0208,111.03
21.01,101.32,21.9,0.0213,111.75
21.01,101.31,22.01,0.0176,111.72
20.99,101.29,22.0,0.0229,111.99
21.0,101.29,22.04,0.022,112.38
20.99,101.29,22.02,0.0201,112.84
21.0,101.28,22.0,0.0193,113.92
20.99,101.32,21.96,0.0185,114.48
20.98,101.26,21.92,0.0197,115.31
20.99,101.26,21.97,0.0204,116.11
21.02,101.28,22.08,0.0228,116.81
21.02,101.29,22.03,0.0208,118.25
21.0,101.25,21.98,0.0173,118.94
21.0,101.29,22.01,0.0206,120.0
20.99,101.34,21.98,0.0204,121.34
21.01,101.27,21.9,0.0171,121.74
21.01,101.27,22.03,0.0212,122.55
21.02,101.34,21.95,0.0176,124.42
21.0,101.34,21.95,0.0172,125.2
21.01,101.31,22.1,0.0219,126.39
20.99,101.29,22.02,0.0202,127.28
20.99,101.31,22.06,0.0214,128.6
21.01,101.27,21.96,0.0209,130.45
21.01,101.28,22.02,0.0193,131.63
20.99,101.33,22.06,0.0213,132.91
21.02,101.27,22.04,0.0202,133.72
20.99,101.26,21.9,0.021,134.62
21.01,101.34,21.92,0.0209,136.3
21.01,101.28,22.1,0.0172,138.01
20.98,101.35,22.09,0.0229,138.74
20.99,101.3,21.93,0.0184,139.77
21.02,101.25,22.06,0.0223,141.0
20.99,101.35,22.04,0.0193,141.91
21.0,101.28,22.07,0.0207,143.96
21.01,101.29,21.95,0.0185,144.38
21.01,101.32,21.95,0.0229,145.45
21.0,101.34,22.02,0.0175,146.62
20.99,101.34,22.0,0.0196,147.77
21.01,101.32,21.98,0.0217,148.96
20.99,101.32,22.1,0.0215,149.67
20.98,101.28,21.93,0.0189,150.81
21.0,101.28,22.0,0.0173,152.16
21.0,101.35,22.05,0.0184,152.66
21.02,101.29,22.09,0.0214,154.07
20.98,101.31,22.06,0.0175,154.86
20.99,101.32,22.1,0.021,155.33
21.01,101.32,22.02,0.0173,156.55
21.01,101.29,21.96,0.0227,156.23
20.99,101.27,22.02,0.0178,156.87
21.01,101.28,22.1,0.0175,157.52
21.01,101.29,21.99,0.0198,158.1
20.99,101.33,21.94,0.0222,158.77
21.0,101.3,21.93,0.0215,159.37
21.0,101.33,21.9,0.021,159.18
21.02,101.31,21.97,0.0211,159.68
20.98,101.28,22.07,0.019,159.66
21.01,101.34,21.95,0.0183,159.87
21.0,101.28,21.91,0.0176,160.18
20.99,101.28,21.91,0.0177,159.5
20.98,101.33,21.95,0.018,159.57
21.01,101.27,22.06,0.0184,159.94
20.98,101.25,21.98,0.0197,160.01
21.02,101.32,22.04,0.0204,159.32
21.01,101.29,22.06,0.0196,158.54
20.99,101.29,22.01,0.0226,158.29
20.99,101.35,21.98,0.0215,157.85
20.99,101.29,22.01,0.0209,157.88
21.01,101.33,22.03,0.02,157.11
21.0,101.32,22.0,0.0193,156.3
21.01,101.32,21.91,0.0194,156.41
21.0,101.32,22.0,0.0203,155.36
21.02,101.25,21.97,0.0193,154.28
21.0,101.32,21.96,0.0191,153.37
21.0,101.25,21.97,0.02,152.44
21.0,101.28,21.91,0.0198,152.13
21.0,101.31,22.0,0.0183,151.01
21.01,101.29,22.05,0.0185,149.67
21.02,101.31,21.97,0.0202,148.57
21.02,101.28,21.97,0.0194,148.34
20.99,101.26,21.99,0.023,147.03
21.02,101.3,22.0,0.0189,145.75
21.01,101.32,22.1,0.0192,144.61
20.98,101.3,22.06,0.0181,143.3
21.0,101.28,21.92,0.0193,142.18
21.01,101.35,22.05,0.0216,140.64
20.99,101.33,22.08,0.0216,139.79
20.98,101.29,22.1,0.0201,138.12
21.01,101.32,22.1,0.0179,137.58
21.02,101.26,21.95,0.0182,136.03
21.01,101.28,22.07,0.0193,134.91
21.0,101.31,22.1,0.0198,133.59
20.98,101.35,22.01,0.0213,132.02
21.0,101.26,21.98,0.0196,131.51
21.0,101.35,22.09,0.0184,130.26
20.99,101.32,21.98,0.0203,128.56
20.99,101.31,21.96,0.0216,126.99
21.01,101.28,22.09,0.0194,126.17
20.99,101.32,22.01,0.0188,124.75
20.99,101.32,21.93,0.0219,123.81
21.0,101.33,21.94,0.0186,122.56
21.02,101.34,22.01,0.0216,121.51
21.0,101.27,21.97,0.0207,120.85
20.99,101.26,21.97,0.0203,119.56
20.98,101.33,21.99,0.0217,118.71
21.0,101.29,22.0,0.0216,117.64
21.01,101.28,22.06,0.019,116.48
20.99,101.25,21.95,0.0207,116.08
21.0,101.25,21.94,0.02,115.37
20.98,101.3,22.05,0.0176,114.14
20.98,101.28,21.99,0.0198,113.54
21.02,101.25,21.91,0.0215,112.9
21.0,101.27,21.99,0.022,112.65
21.0,101.31,22.07,0.0201,111.82
20.99,101.28,21.93,0.0205,111.24
20.99,101.3,22.09,0.0176,111.28
21.01,101.35,22.01,0.0173,111.34
21.0,101.27,21.92,0.0197,110.66
21.0,101.35,21.98,0.0207,110.4
21.0,101.32,22.08,0.0224,110.21
21.01,101.26,21.95,0.0181,109.97
21.02,101.27,22.04,0.0193,110.27
20.98,101.31,21.93,0.0216,110.03
20.99,101.31,21.92,0.0212,109.88
20.98,101.34,22.03,0.0185,109.95
21.0,101.29,22.07,0.0217,110.78
20.99,101.32,22.04,0.0191,110.32
21.0,101.33,21.9,0.0228,111.42
20.99,101.34,22.06,0.0195,111.64
21.02,101.35,21.95,0.0175,112.33
20.99,101.32,22.02,0.0213,112.25
20.98,101.32,22.04,0.0227,113.15
20.98,101.29,22.01,0.0189,113.46
21.0,101.3,21.95,0.0211,114.41
21.02,101.28,21.91,0.0178,114.87
20.99,101.32,22.0,0.0223,116.16
20.99,101.29,22.04,0.0185,116.29
20.99,101.32,22.03,0.0228,117.73
21.0,101.3,22.08,0.021,118.62
21.0,101.34,21.98,0.0186,119.25
21.0,101.27,22.01,0.0215,120.48
21.01,101.28,22.01,0.0196,121.23
20.99,101.31,22.0,0.0198,122.28
21.01,101.3,21.96,0.0218,123.1
21.0,101.28,21.91,0.0196,124.93
21.0,101.33,21.91,0.0199,125.79
20.99,101.29,22.02,0.0196,127.29
20.99,101.25,22.02,0.0182,127.68
21.02,101.28,21.96,0.0229,129.37
20.98,101.29,22.02,0.023,130.84
20.99,101.29,21.93,0.021,131.98
21.01,101.31,21.96,0.0217,132.84
21.0,101.26,21.91,0.0183,134.52
20.98,101.33,22.08,0.022,135.25
21.02,101.32,22.05,0.0209,137.07
21.01,101.32,21.93,0.0203,137.45
20.98,101.26,22.01,0.0221,139.44
21.01,101.28,22.02,0.0226,140.32
21.01,101.31,22.0,0.0229,141.86
21.01,101.26,22.07,0.0203,142.49
20.98,101.31,22.02,0.0215,144.34
21.0,101.3,22.05,0.0216,145.16
21.0,101.32,22.05,0.0209,146.21
21.0,101.33,21.9,0.0212,147.54
20.99,101.31,21.95,0.0192,148.81
21.01,101.27,21.99,0.0209,149.98
21.0,101.35,22.03,0.018,150.77
21.01,101.25,22.07,0.0218,151.84
21.02,101.3,22.02,0.021,152.62
20.99,101.32,21.91,0.0174,153.66
21.01,101.35,22.03,0.0189,154.42
20.98,101.27,22.04,0.019,155.29
21.0,101.35,21.91,0.0226,155.47
21.01,101.26,21.92,0.0214,156.0
21.01,101.29,22.04,0.0225,157.06
20.98,101.31,22.02,0.0211,157.05
21.02,101.3,22.05,0.0228,157.63
21.01,101.26,22.09,0.0192,158.32
21.01,101.27,22.09,0.0219,158.64
21.0,101.3,21.91,0.0204,158.74
21.02,101.27,22.09,0.0183,159.22
20.99,101.3,21.96,0.0219,159.74
20.98,101.33,22.08,0.0171,159.66
21.02,101.3,22.02,0.017,159.98
21.01,101.33,22.01,0.022,160.46
20.98,101.32,22.04,0.0189,160.44
20.99,101.28,21.97,0.02,160.0
21.01,101.34,21.97,0.0177,159.72
20.98,101.34,22.09,0.0196,159.55
20.99,101.25,22.07,0.0219,159.36
20.99,101.29,22.01,0.0171,159.28
20.99,101.35,22.04,0.0176,158.23
21.02,101.28,21.93,0.019,157.7
20.99,101.28,22.03,0.0222,157.91
21.0,101.35,21.93,0.0178,157.02
21.02,101.32,22.01,0.0203,156.6
21.0,101.34,21.9,0.0187,155.56
21.0,101.26,22.0,0.0225,154.73
21.02,101.31,22.02,0.02,154.02
21.01,101.28,22.02,0.0222,153.03
21.02,101.35,22.08,0.0201,152.97
21.0,101.33,22.09,0.0218,151.72
21.01,101.34,22.04,0.0191,150.25
21.0,101.3,21.96,0.0183,149.6
21.0,101.34,22.0,0.0205,148.62
21.01,101.31,22.07,0.0198,147.83
21.01,101.34,21.97,0.0179,146.07
20.99,101.28,22.04,0.017,145.0
20.99,101.28,22.07,0.0217,144.21
20.98,101.27,22.07,0.023,142.83
20.98,101.26,21.95,0.0209,141.5
20.99,101.26,22.01,0.0171,140.78
21.01,101.26,21.98,0.0229,139.78
21.02,101.35,21.94,0.0191,138.57
20.99,101.29,22.02,0.0221,137.04
20.99,101.32,21.98,0.0173,135.31
21.0,101.25,21.99,0.0175,134.31
21.0,101.32,22.06,0.0192,133.56
21.02,101.26,21.93,0.021,131.55
21.01,101.33,21.95,0.0197,130.29
21.02,101.27,22.08,0.0216,129.47
21.0,101.34,21.98,0.0179,128.62
21.0,101.28,22.03,0.0208,127.39
21.01,101.31,21.94,0.0184,126.05
21.0,101.28,21.94,0.02,124.83
20.99,101.28,21.92,0.0207,123.07
21.02,101.31,22.03,0.0205,122.18
21.02,101.28,22.08,0.0195,121.35
20.99,101.31,22.01,0.0189,120.55
21.0,101.27,22.08,0.0218,119.8
20.99,101.25,22.07,0.0215,118.47
20.99,101.32,22.07,0.0188,117.36
20.98,101.27,22.04,0.0224,116.86
21.01,101.32,22.09,0.0191,115.96
21.02,101.31,22.05,0.0222,115.0
20.99,101.29,22.0,0.0218,114.02
21.02,101.29,22.03,0.0178,113.15
20.99,101.29,22.03,0.0203,113.36
21.0,101.33,22.1,0.0182,112.67
20.99,101.28,21.91,0.021,112.38
20.99,101.33,21.97,0.0215,111.84
21.0,101.34,21.99,0.0223,111.5
20.99,101.31,21.99,0.0213,110.25
21.01,101.3,21.99,0.0218,110.16
21.02,101.34,21.92,0.0218,110.69
20.99,101.28,21.91,0.0187,110.36
20.99,101.28,22.04,0.0197,110.24
20.98,101.27,22.0,0.0217,110.06
20.98,101.28,22.02,0.0209,110.25
20.98,101.31,21.97,0.0199,110.03
21.01,101.3,21.97,0.017,109.84
21.0,101.27,21.97,0.0207,110.73
21.0,101.3,22.09,0.0175,110.85
21.02,101.34,21.99,0.0188,111.48
20.99,101.32,22.05,0.0204,111.4
21.01,101.29,22.05,0.0223,112.01
21.02,101.34,22.08,0.0223,112.66
21.01,101.29,22.04,0.0197,113.4
20.98,101.25,22.0,0.0195,113.82
20.99,101.34,21.94,0.0197,114.42
21.02,101.26,22.03,0.0188,114.95
20.98,101.29,22.1,0.0201,116.1
21.0,101.26,21.97,0.0228,116.86
20.99,101.28,22.0,0.0176,117.85
21.02,101.33,22.02,0.0187,118.92
20.99,101.3,21.97,0.0229,119.61
21.01,101.31,21.92,0.022,120.31
21.0,101.27,22.04,0.0224,121.93
21.02,101.31,21.95,0.0228,123.15
21.02,101.34,22.02,0.0206,123.82
21.01,101.27,22.03,0.0198,124.86
21.0,101.27,22.05,0.0212,126.56
21.0,101.33,22.05,0.0181,127.13
21.0,101.35,21.98,0.0179,128.76
20.99,101.31,22.0,0.0206,129.24
20.99,101.27,22.05,0.0223,131.11
21.01,101.31,21.96,0.0228,132.1
21.0,101.26,21.99,0.0214,133.36
21.02,101.29,21.94,0.0203,134.97
20.99,101.3,21.96,0.0188,135.54
20.99,101.26,22.02,0.0215,136.66
21.01,101.32,21.99,0.0218,137.92
20.99,101.34,22.01,0.0186,139.6
20.99,101.28,21.95,0.0209,140.69
21.01,101.26,22.1,0.0201,141.64
20.98,101.31,21.92,0.0176,143.1
20.98,101.31,21.97,0.0217,143.99
21.01,101.3,21.92,0.0213,145.49
21.01,101.33,22.04,0.0226,146.88
21.01,101.3,21.92,0.0218,147.78
21.02,101.33,21.91,0.0183,148.63
21.01,101.28,21.99,0.0219,149.53
21.02,101.32,22.06,0.0225,150.33
20.99,101.26,22.03,0.017,151.6
21.0,101.27,21.97,0.0215,152.51
20.98,101.32,22.05,0.0195,153.85
21.0,101.33,22.05,0.0182,154.27
20.99,101.31,22.04,0.018,155.04
20.99,101.32,21.94,0.0214,156.2
21.0,101.26,22.0,0.0218,156.93
20.98,101.26,21.98,0.019,156.77
21.01,101.29,21.93,0.0217,157.87
21.02,101.3,22.05,0.0189,158.01
21.01,101.26,22.09,0.0217,158.73
21.01,101.27,22.02,0.0196,159.46
20.99,101.33,21.92,0.0177,159.14
21.01,101.3,22.07,0.0206,159.26
20.98,101.3,21.91,0.0207,159.54
21.0,101.26,21.97,0.0218,159.64
21.01,101.34,21.93,0.018,160.25
21.01,101.3,21.94,0.0228,159.63
20.98,101.33,22.04,0.0175,159.78
21.02,101.34,22.06,0.0176,159.98
20.99,101.35,22.05,0.0218,160.1
21.01,101.34,22.06,0.0195,159.66
20.99,101.28,22.03,0.0179,159.15
20.99,101.33,22.0,0.0186,159.02
21.01,101.34,21.99,0.0212,158.0
21.01,101.27,21.92,0.0187,157.57
21.0,101.31,21.94,0.0214,157.65
21.01,101.33,21.99,0.0203,156.35
20.98,101.34,21.97,0.0184,156.08
21.01,101.33,22.07,0.018,155.24
21.0,101.29,22.1,0.0215,154.61
20.99,101.32,22.05,0.0212,153.78
21.0,101.26,21.96,0.0224,153.2
21.01,101.28,21.92,0.0204,152.14
21.02,101.31,21.92,0.0214,151.26
21.01,101.3,21.9,0.0176,150.57
21.01,101.33,22.02,0.017,149.27
21.0,101.31,22.09,0.0207,148.54
20.99,101.32,22.01,0.0223,147.58
21.01,101.33,22.04,0.0173,146.32
21.0,101.34,21.96,0.0219,145.38
21.01,101.28,22.07,0.0214,144.03
20.98,101.28,21.96,0.02,142.56
21.01,101.31,22.1,0.0197,141.79
20.99,101.26,22.03,0.0198,140.1
20.98,101.31,21.91,0.0207,138.5
20.98,101.26,22.02,0.0217,137.57
21.0,101.3,21.95,0.0212,136.75
20.98,101.27,22.05,0.0183,135.56
21.0,101.25,22.04,0.0181,133.9
21.02,101.26,21.97,0.0191,132.97
21.0,101.32,22.07,0.0193,131.88
21.01,101.32,21.92,0.02,130.5
21.01,101.32,22.06,0.0184,128.56
20.99,101.31,22.02,0.0197,127.94
21.0,101.29,21.99,0.0179,126.6
20.99,101.34,21.92,0.023,124.93
21.01,101.25,21.96,0.0172,123.82
21.0,101.29,21.93,0.0206,123.53
20.98,101.25,21.93,0.0217,121.82
21.02,101.32,21.97,0.0223,121.22
21.01,101.26,22.06,0.0195,120.0
20.99,101.28,21.94,0.0185,118.98
21.0,101.29,21.93,0.018,118.58
20.98,101.25,21.97,0.0182,117.64
20.99,101.29,22.04,0.0204,116.36
20.99,101.33,22.09,0.0218,115.8
20.99,101.29,22.06,0.0203,114.61
21.0,101.31,21.91,0.0172,114.54
21.0,101.35,21.91,0.022,113.1
21.01,101.27,21.98,0.0223,112.77
21.02,101.26,21.93,0.0176,111.79
21.0,101.31,21.95,0.0214,111.76
21.01,101.3,22.03,0.0217,110.9
21.0,101.27,21.95,0.018,111.03
21.0,101.27,22.1,0.0195,110.44
20.99,101.34,22.04,0.0196,110.72
21.01,101.34,22.05,0.0215,110.32
21.02,101.27,22.05,0.0212,110.43
21.0,101.28,22.04,0.0191,110.1
20.99,101.33,21.91,0.017,110.13
20.99,101.32,22.08,0.0215,110.01
20.99,101.33,21.95,0.0203,110.67
21.0,101.3,21.92,0.0221,110.3
21.01,101.26,21.95,0.0179,110.27
21.01,101.34,22.01,0.0227,110.73
20.99,101.29,21.97,0.0172,110.95
21.0,101.29,22.0,0.021,111.25
20.98,101.26,21.93,0.0188,112.46
21.0,101.3,22.0,0.0229,113.22
20.98,101.3,22.08,0.0204,113.49
21.0,101.33,22.06,0.0174,113.79
21.0,101.33,21.93,0.0213,115.09
21.02,101.3,21.97,0.0192,114.99
20.99,101.28,22.07,0.0218,116.3
20.99,101.34,21.97,0.0176,116.73
20.99,101.3,22.1,0.0203,117.57
21.0,101.29,22.06,0.0178,119.0
20.99,101.25,21.96,0.0223,119.5
21.02,101.26,21.96,0.0204,121.23
20.98,101.29,21.91,0.0177,122.14
20.98,101.27,22.07,0.0174,122.75
21.02,101.3,22.08,0.0206,124.14
20.99,101.29,22.04,0.018,125.25
21.01,101.27,22.0,0.023,126.63
20.98,101.29,22.0,0.0215,127.8
21.01,101.32,22.09,0.0188,128.76
21.01,101.26,22.1,0.0223,130.36
21.0,101.33,21.94,0.0187,131.55
21.01,101.27,21.94,0.0223,132.35
21.0,101.34,22.05,0.023,133.42
20.98,101.31,22.06,0.0185,135.39
21.01,101.28,21.92,0.0182,136.63
21.01,101.27,21.92,0.0188,137.32
20.99,101.27,21.94,0.0194,138.68
21.01,101.3,21.93,0.0181,140.43
21.01,101.31,21.93,0.0223,141.13
20.98,101.27,22.1,0.0191,142.28
21.0,101.33,22.09,0.0213,144.02
20.99,101.28,22.06,0.0209,144.44
20.98,101.25,21.94,0.0211,145.47
21.0,101.28,21.99,0.018,147.23
21.01,101.27,21.95,0.0172,147.71
21.01,101.34,22.08,0.0197,149.16
21.02,101.29,22.03,0.0184,150.29
21.01,101.28,21.91,0.0212,151.36
20.99,101.28,22.01,0.0183,152.42
21.01,101.31,22.07,0.0207,153.12
21.02,101.29,22.07,0.0222,154.11
21.02,101.31,22.05,0.021,154.15
20.98,101.3,22.03,0.0184,155.34
21.0,101.27,21.94,0.0188,156.05
21.01,101.33,21.98,0.0221,156.79
21.0,101.32,21.93,0.0227,157.53
21.01,101.29,21.94,0.0199,157.5
20.99,101.28,22.09,0.0182,158.7
21.01,101.26,22.02,0.0205,158.65
20.99,101.31,21.97,0.0203,158.78
21.0,101.33,22.06,0.0178,159.1
21.01,101.35,22.04,0.0186,159.69
20.99,101.35,21.9,0.0201,159.87
20.99,101.31,21.93,0.0203,159.57
21.0,101.32,21.97,0.0227,159.73
21.0,101.29,21.93,0.0179,159.64
20.98,101.26,21.97,0.0226,160.33
20.98,101.32,21.91,0.0178,159.46
21.01,101.29,22.05,0.0202,159.14
20.98,101.28,22.07,0.0205,158.84
21.0,101.27,21.99,0.0176,159.35
20.99,101.31,21.93,0.0183,158.82
21.02,101.3,22.09,0.0221,157.97
20.99,101.3,22.0,0.019,157.23
20.98,101.25,22.07,0.0178,157.24
20.98,101.28,21.91,0.0193,156.46
21.02,101.3,21.91,0.0212,155.73
21.01,101.33,21.95,0.0215,155.51
21.0,101.31,21.96,0.0186,154.82
21.0,101.31,21.98,0.0227,153.32
20.99,101.31,22.0,0.0208,152.7
20.99,101.25,22.05,0.021,152.11
20.99,101.3,21.94,0.0174,150.98
21.0,101.26,22.06,0.0212,150.14
20.99,101.32,21.91,0.0221,148.98
21.01,101.32,22.09,0.0184,148.03
21.02,101.29,21.94,0.0171,147.12
21.01,101.29,22.01,0.0173,145.53
21.02,101.32,21.97,0.0213,144.2
20.99,101.29,21.94,0.0204,143.63
20.99,101.25,21.91,0.0193,141.95
20.98,101.34,22.07,0.0183,140.9
21.0,101.27,22.0,0.0178,139.66
21.02,101.29,21.96,0.0191,138.49
21.01,101.26,22.1,0.0203,137.6
20.99,101.28,22.09,0.0193,135.52
20.99,101.3,22.1,0.0211,135.0
20.99,101.3,21.98,0.0197,133.49
21.02,101.34,21.96,0.0174,132.44
21.0,101.28,21.93,0.0219,131.28
21.01,101.28,21.92,0.0213,129.52
21.02,101.25,21.95,0.0211,128.85
21.02,101.27,22.01,0.0181,127.18
21.01,101.34,22.01,0.0228,126.19
20.98,101.31,22.01,0.0194,125.23
20.99,101.27,22.07,0.0196,123.93
21.0,101.34,22.1,0.0227,122.4
21.02,101.29,22.08,0.0205,121.62
21.01,101.3,21.94,0.0228,120.28
21.01,101.26,21.93,0.0226,119.68
21.0,101.25,21.98,0.0216,118.58
20.98,101.33,21.98,0.0181,118.15
20.99,101.3,21.91,0.0212,116.61
20.99,101.25,22.09,0.0181,115.74
21.01,101.33,21.91,0.0179,115.54
21.02,101.31,22.08,0.019,114.29
21.0,101.28,22.01,0.0209,113.71
21.02,101.3,21.9,0.0172,113.69
20.99,101.31,22.06,0.02,112.85
21.01,101.32,21.92,0.0202,111.71
20.99,101.27,21.96,0.0193,112.09
21.0,101.35,22.07,0.0217,110.87
20.99,101.29,22.0,0.0197,110.99
21.01,101.27,22.01,0.018,110.65
21.0,101.27,22.07,0.0205,110.54
21.01,101.29,21.96,0.0185,110.58
21.0,101.29,21.96,0.0171,109.79
20.99,101.33,21.94,0.0223,109.85
21.02,101.32,21.96,0.0216,109.92
21.01,101.26,21.98,0.0203,109.68
21.01,101.31,21.96,0.0173,110.01
20.99,101.34,21.95,0.0207,109.97
21.0,101.29,21.95,0.0187,110.77
20.99,101.32,21.93,0.0221,111.27
20.99,101.34,22.05,0.0193,111.38
21.0,101.26,22.08,0.0218,111.62
20.99,101.27,22.01,0.0228,112.42
20.99,101.33,21.96,0.0185,112.77
21.01,101.32,22.01,0.0189,113.61
21.0,101.34,22.04,0.0195,114.53
21.01,101.26,21.96,0.0179,114.6
20.98,101.33,22.02,0.0173,115.4
21.01,101.26,21.98,0.0212,116.31
20.99,101.26,22.08,0.0205,117.53
20.99,101.29,21.94,0.0172,118.28
20.99,101.34,22.08,0.021,119.54
21.01,101.3,22.06,0.0206,120.61
20.99,101.27,22.08,0.0228,121.24
21.0,101.32,22.03,0.0177,122.07
20.98,101.3,21.91,0.0223,123.14
21.01,101.31,22.05,0.0221,124.6
21.0,101.29,22.0,0.0178,125.48
21.02,101.28,22.0,0.0186,126.58
20.98,101.25,22.03,0.0183,128.02
20.99,101.33,21.94,0.0189,129.47
21.0,101.28,21.96,0.023,130.25
21.02,101.3,22.0,0.0225,131.37
21.0,101.26,22.06,0.0221,133.37
21.02,101.29,22.08,0.0225,134.64
21.01,101.27,22.1,0.0213,135.83
20.99,101.34,21.92,0.0223,136.32
20.98,101.32,21.94,0.0191,137.52
20.98,101.31,22.09,0.0194,139.18
20.98,101.3,21.97,0.0224,140.52
21.01,101.33,21.99,0.0218,141.71
21.0,101.3,21.98,0.0204,142.71
20.99,101.33,21.9,0.0176,144.22
20.99,101.35,21.96,0.0179,145.09
20.99,101.29,21.93,0.0226,145.97
21.0,101.33,22.03,0.0175,147.44
21.01,101.33,21.96,0.0194,148.81
20.99,101.26,22.08,0.02,149.09
21.0,101.26,22.1,0.0214,150.64
21.0,101.28,21.93,0.0201,151.57
21.01,101.33,21.94,0.018,152.1
20.98,101.34,22.05,0.0209,153.37
20.98,101.27,21.92,0.0172,154.53
21.01,101.28,21.93,0.0219,154.73
21.01,101.3,21.92,0.0178,155.42
20.99,101.3,22.05,0.0183,156.03
21.02,101.28,22.09,0.0211,156.72
21.01,101.26,22.06,0.0185,157.55
20.98,101.31,21.93,0.0179,158.42
21.01,101.27,21.95,0.0194,158.33
21.0,101.3,22.01,0.0181,159.04
20.99,101.35,21.91,0.0198,159.53
20.98,101.33,21.91,0.0221,159.59
20.99,101.33,22.09,0.0222,160.11
21.02,101.31,22.09,0.0199,159.72
20.99,101.31,21.95,0.0185,160.09
21.02,101.29,22.07,0.0191,159.79
21.02,101.32,21.93,0.0213,159.78
21.01,101.32,22.06,0.0229,159.85
20.98,101.34,21.94,0.0216,159.96
21.02,101.26,22.1,0.0184,159.65
20.99,101.25,22.03,0.0198,158.9
21.0,101.31,21.91,0.0207,159.35
21.01,101.35,21.98,0.0183,158.48
21.01,101.29,22.08,0.0219,158.3
20.99,101.31,22.0,0.0229,157.48
21.0,101.27,22.08,0.0202,156.67
20.99,101.34,22.02,0.0192,156.27
21.01,101.33,21.98,0.0225,155.99
20.99,101.33,21.98,0.0203,154.55
21.01,101.31,21.97,0.0221,154.39
20.99,101.27,22.06,0.0197,153.42
20.98,101.33,21.92,0.0176,152.53
21.0,101.27,21.94,0.022,151.98
20.99,101.33,21.91,0.0227,150.56
20.98,101.27,21.95,0.0183,149.11
20.99,101.31,22.02,0.0177,148.66
20.99,101.32,22.1,0.0223,147.02
21.02,101.35,21.95,0.0198,146.79
20.98,101.29,22.0,0.0211,145.11
21.0,101.31,21.97,0.0202,144.42
20.98,101.33,22.05,0.02,143.01
21.0,101.32,21.96,0.0226,141.78
21.0,101.34,21.9,0.0182,140.39
21.01,101.29,22.04,0.0171,139.7
21.0,101.28,21.93,0.0221,137.89
20.99,101.32,21.96,0.0193,136.92
21.01,101.33,21.99,0.0185,135.83
21.01,101.35,22.09,0.0193,134.24
21.0,101.32,22.08,0.017,133.44
21.0,101.33,21.93,0.0199,132.07
20.99,101.27,22.03,0.0212,130.43
21.01,101.3,22.04,0.0194,129.06
20.98,101.28,21.92,0.0204,128.24
21.0,101.28,22.02,0.0229,127.14
21.01,101.34,21.92,0.0183,126.29
21.0,101.25,21.91,0.0187,124.69
21.01,101.25,21.96,0.0191,123.69
21.0,101.32,22.02,0.0212,122.76
20.98,101.3,21.99,0.0213,121.76
20.99,101.29,22.08,0.0219,120.61
21.01,101.27,22.09,0.018,119.25
21.01,101.29,22.03,0.0176,118.01
